WKT,nama,deskripsi
"POLYGON ((106.7259674 -6.0890735, 106.7033081 -6.0952184, 106.6854553 -6.0959012, 106.686142 -6.1054598, 106.6930084 -6.1068253, 106.695755 -6.1136527, 106.6833954 -6.1286728, 106.6916351 -6.1348173, 106.6833954 -6.1464233, 106.6888885 -6.1607597, 106.6875153 -6.1730478, 106.7163544 -6.184653, 106.7163544 -6.1921621, 106.7225342 -6.1901141, 106.7232208 -6.2044494, 106.7136078 -6.2228799, 106.7410736 -6.2256103, 106.7424469 -6.2331188, 106.7486267 -6.2372143, 106.7451935 -6.2460878, 106.7534332 -6.2515484, 106.7493133 -6.2733899, 106.761673 -6.27612, 106.761673 -6.2856753, 106.7657928 -6.2911355, 106.7699127 -6.3006905, 106.7754059 -6.301373, 106.771286 -6.3102454, 106.7781525 -6.3184352, 106.8076782 -6.3157053, 106.7980652 -6.3348143, 106.7994385 -6.3416388, 106.792572 -6.3491456, 106.7918854 -6.3648413, 106.8083649 -6.3648413, 106.8152313 -6.3552875, 106.8234711 -6.3586996, 106.8365173 -6.3518753, 106.8344574 -6.345051, 106.8406372 -6.3423212, 106.8509369 -6.3375441, 106.8571167 -6.3443685, 106.8543701 -6.3505105, 106.8605499 -6.3566523, 106.868103 -6.3525578, 106.8735962 -6.3559699, 106.8722229 -6.3614293, 106.8804626 -6.3641589, 106.8852692 -6.3689358, 106.8935089 -6.3696182, 106.9003754 -6.3696182, 106.9051819 -6.359382, 106.9168549 -6.3641589, 106.9154816 -6.3477807, 106.9182281 -6.3300371, 106.9216614 -6.3177527, 106.9175415 -6.2993255, 106.9113617 -6.2965955, 106.9072418 -6.2733899, 106.9031219 -6.2624692, 106.9079285 -6.2590565, 106.9154816 -6.253596, 106.9216614 -6.247453, 106.9257812 -6.2549612, 106.9429474 -6.2529135, 106.9422607 -6.2378969, 106.9484405 -6.2235625, 106.9546204 -6.2201495, 106.96698 -6.2064973, 106.96698 -6.1955753, 106.9717865 -6.184653, 106.9676666 -6.1040943, 106.7259674 -6.0890735))",jakarta,
