WKT,nama,deskripsi
"POLYGON ((110.0205359 -7.8896377, 110.8307776 -8.2037442, 110.8362708 -8.1901516, 110.8252844 -8.1684024, 110.8156714 -8.1439332, 110.7964453 -8.162965, 110.7813391 -8.1507304, 110.7923255 -8.1249006, 110.7813391 -8.0677973, 110.7566199 -8.0242846, 110.7648596 -7.991647, 110.7703528 -7.9073211, 110.7813391 -7.8719535, 110.7813391 -7.8447456, 110.7840857 -7.8188965, 110.7703528 -7.8093727, 110.7621131 -7.8243386, 110.7483801 -7.8243386, 110.7401404 -7.8093727, 110.709928 -7.784882, 110.7154212 -7.7984881, 110.7044348 -7.8107333, 110.6728491 -7.8012093, 110.6687293 -7.7835214, 110.6577429 -7.8025699, 110.6453833 -7.7930458, 110.6275305 -7.8039305, 110.6083045 -7.7998487, 110.5725989 -7.8066516, 110.5849585 -7.7930458, 110.5629859 -7.7794395, 110.5478797 -7.7903245, 110.5341467 -7.8012093, 110.5245337 -7.7862427, 110.5094275 -7.7699148, 110.492948 -7.7712755, 110.4902014 -7.744061, 110.4723486 -7.6542409, 110.4682288 -7.6215743, 110.4613623 -7.5997952, 110.4627356 -7.5752924, 110.4435095 -7.539897, 110.4229102 -7.553511, 110.3968176 -7.5889053, 110.3569922 -7.6174908, 110.3391394 -7.6229355, 110.3254065 -7.6433523, 110.2979407 -7.6596851, 110.2732214 -7.7059578, 110.256742 -7.686905, 110.2649817 -7.6664902, 110.2636084 -7.6460745, 110.2512488 -7.6406301, 110.2361426 -7.6542409, 110.1976904 -7.6487966, 110.1427588 -7.6474356, 110.1166663 -7.6678512, 110.1372656 -7.6896269, 110.1262793 -7.7018751, 110.1317725 -7.7195665, 110.1303992 -7.7413395, 110.1125464 -7.7767181, 110.1001868 -7.7780788, 110.082334 -7.8039305, 110.0699744 -7.8080122, 110.0534949 -7.820257, 110.0617346 -7.8379434, 110.0370154 -7.8597102, 110.0452551 -7.8760346, 110.0205359 -7.8896377))",yogyakarta,
